FaultName,Name,Distance,Displacement,HorizonName,Uncertainty,ProfilePatterns,Section
Sc_6_F_2a,f67,3206.8,555.4,Sb,Assumed,Negative Skewed,Lower
Sc_6_F_2a,f67,3672.6,428.3,Hf,Assumed,Negative Skewed,Lower
Sc_6_F_2a,f67,3903.4,434.5,Wb,Assumed,Negative Skewed,Lower
Sc_6_F_2a,f67,4735.8,0,Gs,Assumed,Negative Skewed,Lower
Sc_7_F_2,f68,0,0,Hu-1,Assumed,Triangle,Upper
Sc_7_F_2,f68,49.1,52.1,Hu,Assumed,Triangle,Upper
Sc_7_F_2,f68,175.8,50,Ka,Assumed,Triangle,Upper
Sc_7_F_2,f68,284.7,92.9,Er,Assumed,Triangle,Mid
Sc_7_F_2,f68,613.1,58.3,Pr,Assumed,Triangle,Lower
Sc_7_F_2,f68,778.6,23.5,Di,Assumed,Triangle,Lower
Sc_7_F_2,f68,863.2,21.6,So,Assumed,Triangle,Lower
Sc_7_F_2,f68,1205.3,13.4,Gi5,Assumed,Triangle,Lower
Sc_7_F_2,f68,1239.9,0,Fi,Assumed,Triangle,Lower
Sc_7_F_2a,f69,0,0,Hu-1,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,49.1,52.1,Hu,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,175.8,50,Ka,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,284.7,92.9,Er,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,613.1,58.3,Pr,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,778.6,23.5,Di,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,863.2,21.6,So,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,1205.3,13.4,Gi5,Assumed,Negative Skewed,Upper
Sc_7_F_2a,f69,2356.5,610.1,Fi,Assumed,Negative Skewed,Mid
Sc_7_F_2a,f69,2884.7,483.3,Mg,Assumed,Negative Skewed,Lower
Sc_7_F_2a,f69,3300.4,573.5,Sb,Assumed,Negative Skewed,Lower
Sc_7_F_2a,f69,3677.7,648.2,Hf,Assumed,Negative Skewed,Lower
Sc_7_F_2a,f69,3909.9,678.6,Wb,Assumed,Negative Skewed,Lower
Sc_7_F_2a,f69,4821.2,0,Gs,Assumed,Negative Skewed,Lower
Sc_7_F_1a,f70,0,0,La,Proven,Semi-Circle,Upper
Sc_7_F_1a,f70,56,31.6,Gu,Proven,Semi-Circle,Upper
Sc_7_F_1a,f70,241.4,108.3,Ma,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,348.7,110.1,Hu,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,458.7,443.8,Ka,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,668.7,478.4,Er,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,881.1,786.6,Pr,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,952,778.3,Di,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,1324.9,533.9,So,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,1949.4,530.5,Gi5,Assumed,Semi-Circle,Upper
Sc_7_F_1a,f70,2356.5,610.1,Fi,Assumed,Semi-Circle,Mid
Sc_7_F_1a,f70,2884.7,483.3,Mg,Assumed,Semi-Circle,Lower
Sc_7_F_1a,f70,3300.4,573.5,Sb,Assumed,Semi-Circle,Lower
Sc_7_F_1a,f70,3677.7,648.2,Hf,Assumed,Semi-Circle,Lower
Sc_7_F_1a,f70,3909.9,678.6,Wb,Assumed,Semi-Circle,Lower
Sc_7_F_1a,f70,4821.2,0,Gs,Assumed,Semi-Circle,Lower
Sc_7_F_55,f71,0,0,La,Assumed,Triangle,Upper
Sc_7_F_55,f71,82.1,19,Gu,Assumed,Triangle,Upper
Sc_7_F_55,f71,177.8,78.5,Ma,Secured,Triangle,Mid
Sc_7_F_55,f71,376.2,22.1,Hu,Secured,Triangle,Lower
Sc_7_F_55,f71,699.6,0,Ka,Secured,Triangle,Lower
Sc_7_F_55a,f72,0,0,La,Assumed,Semi-Circle,Upper
Sc_7_F_55a,f72,82.1,19,Gu,Assumed,Semi-Circle,Upper
Sc_7_F_55a,f72,177.8,78.5,Ma,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,376.2,22.1,Hu,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,458.7,393.8,Ka,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,668.7,385.5,Er,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,881.1,728.3,Pr,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,952,754.8,Di,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,1324.9,512.3,So,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,1949.4,517.1,Gi5,Secured,Semi-Circle,Upper
Sc_7_F_55a,f72,2356.5,610.1,Fi,Secured,Semi-Circle,Mid
Sc_7_F_55a,f72,2884.7,483.3,Mg,Secured,Semi-Circle,Lower
Sc_7_F_55a,f72,3300.4,573.5,Sb,Secured,Semi-Circle,Lower
Sc_7_F_55a,f72,3677.7,648.2,Hf,Secured,Semi-Circle,Lower
Sc_7_F_55a,f72,3909.9,678.6,Wb,Secured,Semi-Circle,Lower
Sc_7_F_55a,f72,4821.2,0,Gs,Secured,Semi-Circle,Lower
Sc_9_F_2,f73,0,0,Hu,Assumed,Triangle,Upper
Sc_9_F_2,f73,47.9,68.8,Ka,Assumed,Triangle,Upper
Sc_9_F_2,f73,147.6,124.2,Er,Assumed,Triangle,Mid
Sc_9_F_2,f73,359.8,78.4,Pr,Assumed,Triangle,Lower
Sc_9_F_2,f73,415.7,95.3,Di,Assumed,Triangle,Lower
Sc_9_F_2,f73,510.6,74.4,So,Assumed,Triangle,Lower
Sc_9_F_2,f73,958.7,0,Pl,Assumed,Triangle,Lower
Sc_9_F_1a,f74,0,0,Hu,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,47.9,68.8,Ka,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,147.6,124.2,Er,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,359.8,78.4,Pr,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,415.7,95.3,Di,Assumed,Negative Skewed,Upper
Sc_9_F_1a,f74,510.6,74.4,So,Secured,Negative Skewed,Upper
Sc_9_F_1a,f74,1614.7,449,Gi5,Secured,Negative Skewed,Upper
Sc_9_F_1a,f74,2046.9,437.9,Fi,Secured,Negative Skewed,Mid
Sc_9_F_1a,f74,2455.2,306.1,Mg,Secured,Negative Skewed,Lower
Sc_9_F_1a,f74,2789.6,370.5,Sb,Secured,Negative Skewed,Lower
Sc_9_F_1a,f74,3181.3,383.3,Hf,Secured,Negative Skewed,Lower
Sc_9_F_1a,f74,3469,294.6,Wb,Assumed,Negative Skewed,Lower
Sc_9_F_1a,f74,4404.8,0,Gs,Assumed,Negative Skewed,Lower
Sc_10_F_2,f75,0,0,Hu,Proven,Positive Skewed,Upper
Sc_10_F_2,f75,118.6,20.5,Ka,Proven,Positive Skewed,Upper
Sc_10_F_2,f75,277.7,266.8,Er,Proven,Positive Skewed,Upper
Sc_10_F_2,f75,363.8,335.5,Pr,Secured,Positive Skewed,Mid
Sc_10_F_2,f75,576.8,196.8,Di,Secured,Positive Skewed,Lower
Sc_10_F_2,f75,699.5,237.6,So,Secured,Positive Skewed,Lower
Sc_10_F_2,f75,1204.9,207.3,Gi5,Secured,Positive Skewed,Lower
Sc_10_F_2,f75,1503,0,Fi,Secured,Positive Skewed,Lower
Sc_10_F_1,f76,0,0,Hu,Secured,Negative Skewed,Upper
Sc_10_F_1,f76,183,41.1,Ka,Secured,Negative Skewed,Upper
Sc_10_F_1,f76,393.3,60.1,Er,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,637.7,83.9,Pr,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,793,153.2,Di,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,1032.7,240.8,So,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,1759,266.5,Gi5,Assumed,Negative Skewed,Upper
Sc_10_F_1,f76,2043.8,418.5,Fi,Assumed,Negative Skewed,Mid
Sc_10_F_1,f76,2474.2,412,Mg,Assumed,Negative Skewed,Mid
Sc_10_F_1,f76,2959.2,346.9,Sb,Assumed,Negative Skewed,Lower
Sc_10_F_1,f76,3428.4,300.7,Hf,Assumed,Negative Skewed,Lower
Sc_10_F_1,f76,3659,239.7,Wb,Assumed,Negative Skewed,Lower
Sc_10_F_1,f76,4478,0,Gs,Assumed,Negative Skewed,Lower
Sc_10_F_1a,f77,0,0,Hu,Secured,Negative Skewed,Upper
Sc_10_F_1a,f77,118.6,20.5,Ka,Secured,Negative Skewed,Upper
Sc_10_F_1a,f77,277.7,266.8,Er,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,363.8,335.5,Pr,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,576.8,196.8,Di,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,699.5,237.6,So,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,1204.9,307.6,Gi5,Assumed,Negative Skewed,Upper
Sc_10_F_1a,f77,2043.8,418.5,Fi,Assumed,Negative Skewed,Mid
Sc_10_F_1a,f77,2474.2,412,Mg,Assumed,Negative Skewed,Mid
Sc_10_F_1a,f77,2959.2,346.9,Sb,Assumed,Negative Skewed,Lower
Sc_10_F_1a,f77,3428.4,300.7,Hf,Assumed,Negative Skewed,Lower
Sc_10_F_1a,f77,3659,239.7,Wb,Assumed,Negative Skewed,Lower
Sc_10_F_1a,f77,4478,0,Gs,Assumed,Negative Skewed,Lower
Sc_11_F_2,f78,0,0,Er,Assumed,Overlap,Upper
Sc_11_F_2,f78,144.4,58.9,Pr,Assumed,Overlap,Mid
Sc_11_F_2,f78,213.7,41.7,Di,Assumed,Overlap,Lower
Sc_11_F_2,f78,309,52.7,So,Assumed,Overlap,Lower
Sc_11_F_2,f78,629.9,0,Pl,Assumed,Overlap,Lower
Sc_11_F_1,f79,0,0,Hu-1,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,60.1,35,Hu,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,294.9,70.4,Ka,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,498,49.7,Er,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,744.2,105.6,Pr,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,925.2,190.8,Di,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,1295.2,204.9,So,Secured,Negative Skewed,Upper
Sc_11_F_1,f79,1936,235.8,Gi5,Secured,Negative Skewed,Mid
Sc_11_F_1,f79,2319.6,151.6,Fi,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,2572.9,231.4,Mg,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,3027.6,248.1,Sb,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,3551.6,179.2,Hf,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,3869.7,126.7,Wb,Secured,Negative Skewed,Lower
Sc_11_F_1,f79,4411.7,0,Gs,Secured,Negative Skewed,Lower
Sc_11_F_2a,f80,0,0,Er,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,144.4,58.9,Pr,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,213.7,41.7,Di,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,309,52.7,So,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,1936,235.8,Gi5,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,2319.6,151.6,Fi,Secured,Negative Skewed,Upper
Sc_11_F_2a,f80,2572.9,231.4,Mg,Secured,Negative Skewed,Mid
Sc_11_F_2a,f80,3027.6,248.1,Sb,Secured,Negative Skewed,Mid
Sc_11_F_2a,f80,3551.6,179.2,Hf,Secured,Negative Skewed,Lower
Sc_11_F_2a,f80,3869.7,126.7,Wb,Secured,Negative Skewed,Lower
Sc_11_F_2a,f80,4411.7,0,Gs,Secured,Negative Skewed,Lower
Sc_12_F_2,f81,0,0,Di,Secured,Trapezoid,Upper
Sc_12_F_2,f81,86.6,77.8,So,Secured,Trapezoid,Upper
Sc_12_F_2,f81,465,85.7,Gi5,Secured,Trapezoid,Mid
Sc_12_F_2,f81,704.5,0,Fi,Secured,Trapezoid,Lower
Sc_12_F_222,f82,0,0,La,Secured,Negative Skewed,Upper
Sc_12_F_222,f82,33,10.5,Gu,Secured,Negative Skewed,Upper
Sc_12_F_222,f82,155.7,16.4,Ma,Secured,Negative Skewed,Upper
Sc_12_F_222,f82,271.6,25.3,Hu,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,456.8,27.2,Ka,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,598.4,48.5,Er,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,816.8,52.1,Pr,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,971.4,102.5,Di,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,1154.5,62.6,So,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,1745,179.4,Gi5,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,2361,305.6,Fi,Assumed,Negative Skewed,Mid
Sc_12_F_222,f82,2512.9,230.9,Mg,Assumed,Negative Skewed,Lower
Sc_12_F_222,f82,2987.3,295.6,Sb,Assumed,Negative Skewed,Lower
Sc_12_F_222,f82,3498.7,279.3,Hf,Assumed,Negative Skewed,Lower
Sc_12_F_222,f82,3757.5,242.1,Wb,Assumed,Negative Skewed,Lower
Sc_12_F_222,f82,4085.1,0,Gs,Assumed,Negative Skewed,Lower
Sc_12_F_333,f83,0,0,La,Secured,Negative Skewed,Upper
Sc_12_F_333,f83,86.6,17,Gu,Secured,Negative Skewed,Upper
Sc_12_F_333,f83,421,29,Ma,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,436,30.5,Hu,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,498,37.2,Ka,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,598.4,48.5,Er,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,816.8,52.1,Pr,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,971.4,58,Di,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,1154.5,62.6,So,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,1745,153,Gi5,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,2361,217,Fi,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,2512.9,230.9,Mg,Assumed,Negative Skewed,Mid
Sc_12_F_333,f83,2987.3,295.6,Sb,Assumed,Negative Skewed,Mid
Sc_12_F_333,f83,3498.7,279.3,Hf,Assumed,Negative Skewed,Lower
Sc_12_F_333,f83,3757.5,242.1,Wb,Assumed,Negative Skewed,Lower
Sc_12_F_333,f83,4085.1,0,Gs,Assumed,Negative Skewed,Lower
Sc_12_F_2a,f84,0,0,Di,Secured,Trapezoid,Upper
Sc_12_F_2a,f84,86.6,50,So,Secured,Trapezoid,Upper
Sc_12_F_2a,f84,465,85.7,Gi5,Secured,Trapezoid,Mid
Sc_12_F_2a,f84,704.5,0,Fi,Secured,Trapezoid,Lower
Sc_12_F_112,f85,0,0,La,Proven,Trapezoid,Upper
Sc_12_F_112,f85,28,10,Gu,Proven,Trapezoid,Upper
Sc_12_F_112,f85,129.5,11.7,Ma,Secured,Trapezoid,Upper
Sc_12_F_112,f85,275,16.9,Hu,Proven,Trapezoid,Mid
Sc_12_F_112,f85,354.8,0,Ka,Proven,Trapezoid,Lower
Sc_12_F_113,f86,0,0,La,Proven,Trapezoid,Upper
Sc_12_F_113,f86,28,10,Gu,Proven,Trapezoid,Upper
Sc_12_F_113,f86,120,16,Ma,Secured,Trapezoid,Upper
Sc_12_F_113,f86,260,16.9,Hu,Proven,Trapezoid,Mid
Sc_12_F_113,f86,380,0,Ka,Proven,Trapezoid,Lower
Sc_12_F_18,f87,0,0,Er,Secured,Triangle,Upper
Sc_12_F_18,f87,55.7,114.5,Pr,Secured,Triangle,Mid
Sc_12_F_18,f87,219.5,66.7,Di,Secured,Triangle,Lower
Sc_12_F_18,f87,375.9,16.6,So,Secured,Triangle,Lower
Sc_12_F_18,f87,554.6,0,Gi5,Secured,Triangle,Lower
Sc_12_F_18a,f88,0,0,Er,Secured,Triangle,Upper
Sc_12_F_18a,f88,55.7,114.5,Pr,Secured,Triangle,Mid
Sc_12_F_18a,f88,219.5,66.7,Di,Secured,Triangle,Mid
Sc_12_F_18a,f88,375.9,16.6,So,Secured,Triangle,Lower
Sc_12_F_18a,f88,428,0,Gi5,Secured,Triangle,Lower
Sc_12_F_112a,f89,0,0,Gi5,Proven,Trapezoid,Upper
Sc_12_F_112a,f89,106.6,22.3,Er,Proven,Trapezoid,Mid
Sc_12_F_112a,f89,477.1,20.6,Pr,Secured,Trapezoid,Lower
Sc_12_F_112a,f89,626.2,0,Di,Secured,Trapezoid,Lower
Sc_1_F_9,f90,140,0,N,Secured,Triangle,Upper
Sc_1_F_9b,f90,148.6,128,F,Assumed,Triangle,Mid
Sc_1_F_9b,f90,462.2,107.5,Zo2,Assumed,Triangle,Mid
Sc_1_F_9b,f90,640.4,94.5,Zo8,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1265.2,46.7,Gu,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1438.3,36,Ma,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1570.7,26.8,Hu,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1768,16,Ka,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1882,8,Er,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1999,0,Pr,Assumed,Triangle,Lower
Sc_1_F_28,f91,65,0,F-2,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,72.7,34.6,Zo2,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,201.7,23.4,Zo8,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,367.1,17.5,Gu,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,485.1,25,Ma,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,574.5,29.2,Hu,Assumed,Trapezoid,Mid
Sc_1_F_28,f91,745.5,39.2,Ka,Assumed,Trapezoid,Lower
Sc_1_F_28,f91,760,0,Er,Assumed,Trapezoid,Lower
Sc_8_F_10,f92,0,0,Gu,Secured,Triangle,Upper
Sc_8_F_10,f92,11.5,21,Ma,Secured,Triangle,Upper
Sc_8_F_10,f92,149.7,52.8,Hu,Secured,Triangle,Mid
Sc_8_F_10,f92,295,6.3,Ka,Secured,Triangle,Lower
Sc_8_F_10,f92,363.7,0,Er,Secured,Triangle,Lower
Sc_8_F_8,f93,0,0,Hu-1,Assumed,Trapezoid,Upper
Sc_8_F_8,f93,114,160,Zo2,Assumed,Trapezoid,Upper
Sc_8_F_8,f93,259.1,178,Zo8,Assumed,Trapezoid,Mid
Sc_8_F_8,f93,925.4,157,Gu,Assumed,Trapezoid,Lower
Sc_8_F_8,f93,1048.8,154,Ma,Assumed,Trapezoid,Lower
Sc_8_F_8,f93,1207.5,40,Hu,Assumed,Trapezoid,Lower
Sc_8_F_8,f93,1215,0,Ka,Assumed,Trapezoid,Lower
Sc_8_F_9,f94,0,0,F,Secured,Trapezoid,Upper
Sc_8_F_9,f94,447.5,63.4,Zo2,Secured,Trapezoid,Upper
Sc_8_F_9,f94,863.1,62.4,Zo8,Secured,Trapezoid,Mid
Sc_8_F_9,f94,1172.3,42.9,La,Secured,Trapezoid,Lower
Sc_8_F_9,f94,1460,0,Gu,Secured,Trapezoid,Lower
Sc_8_F_15,f95,325,0,F,Assumed,Trapezoid,Upper
Sc_8_F_15,f95,336.1,30,Zo2,Assumed,Trapezoid,Upper
Sc_8_F_15,f95,547.9,32,Zo8,Assumed,Trapezoid,Mid
Sc_8_F_15,f95,560,0,La,Assumed,Trapezoid,Lower
Sc_6_F_8,f96,0,0,F-2,Proven,Triangle,Upper
Sc_6_F_8,f96,190.1,19.5,Zo2,Proven,Triangle,Upper
Sc_6_F_8,f96,347.4,47.6,Zo8,Proven,Triangle,Upper
Sc_6_F_8,f96,709.7,90,Gu,Secured,Triangle,Mid
Sc_6_F_8,f96,862.5,64,Ma,Secured,Triangle,Lower
Sc_6_F_8,f96,945,52,Hu,Proven,Triangle,Lower
Sc_6_F_8,f96,1203.5,26.9,Ka,Proven,Triangle,Lower
Sc_6_F_8,f96,1329.9,16,Er,Proven,Triangle,Lower
Sc_6_F_8,f96,1485.1,0,Pr,Proven,Triangle,Lower
Sc_12_F_3,f97,0,0,Hu,Proven,Positive Skewed,Upper
Sc_12_F_3,f97,26.1,112.8,Ka,Proven,Positive Skewed,Upper
Sc_12_F_3,f97,173.9,241.6,Er,Proven,Positive Skewed,Upper
Sc_12_F_3,f97,450,299.4,Pr,Secured,Positive Skewed,Mid
Sc_12_F_3,f97,640,192.7,Di,Secured,Positive Skewed,Lower
Sc_12_F_3,f97,790,129.7,So,Secured,Positive Skewed,Lower
Sc_12_F_3,f97,1050,129.3,Gi5,Assumed,Positive Skewed,Lower
Sc_12_F_3,f97,1247,109.8,Fi,Assumed,Positive Skewed,Lower
Sc_12_F_3,f97,1480,0,Mg,Assumed,Positive Skewed,Lower
Sc_8_F_2,f98,0,0,Hu-1,Secured,Overlap,Upper
Sc_8_F_2,f98,7.5,0.4,Hu,Secured,Overlap,Upper
Sc_8_F_2,f98,157.8,80,Ka,Secured,Overlap,Mid
Sc_8_F_2,f98,409.5,16,Er,Secured,Overlap,Lower
Sc_8_F_2,f98,617.7,18,Pr,Secured,Overlap,Lower
Sc_8_F_2,f98,692.3,50,Di,Secured,Overlap,Lower
Sc_8_F_2,f98,791.9,69,So,Secured,Overlap,Lower
Sc_8_F_2,f98,1224,0,Pl,Secured,Overlap,Lower
